Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	adjusted_for
Splatter	0.1212079731475037	0.13097275509408113	0.00820030728473263	1.0805622080215318	0.06765485035174451	0.2326207127742316	-1.0261691188633427e-8	4.615060082102164e-9	-2.223522772418429	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.18259990369251175	0.009236960007178132	1.4838388157935447	0.07506115568200931	7.128547036891512e-10	2.0595225197504342e-8	4.762551762528202e-9	4.324409733359278	Thalamic_excitatory
Thalamic_excitatory	0.13337876074099014	0.17152064801876316	0.008802819245363278	1.2859667241311472	0.06599865823058276	3.2237390290748494e-5	7.185925530175606e-9	4.185724715476391e-9	1.7167697396835981	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.18308634481528618	0.009147822936263246	1.4877917216000363	0.07433681222357914	4.1130887622820734e-10	2.0198760085991345e-8	4.730239298396725e-9	4.270134936479334	Upper_layer_intratelencephalic
Upper_layer_intratelencephalic	0.1266802311429707	0.18067069396870405	0.010813375166118513	1.4261948556503656	0.08535961032400226	2.6645361120777176e-6	1.6302071140776613e-8	5.490584144823446e-9	2.9690959487700956	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.1829205820071278	0.009217546693179918	1.4864447039730468	0.07490339969051522	5.548575100239605e-10	2.1510171609687814e-8	4.753188020583665e-9	4.525419890090206	Upper_rhombic_lip
Upper_rhombic_lip	0.10473600855135722	0.1287088466452465	0.008505196698161093	1.228888215480679	0.08120604189332437	0.005329864179692242	1.1787138526853736e-9	5.080541139492731e-9	0.23200557191099977	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.18242129225718356	0.009233560428611348	1.4823873879706098	0.07503353011084128	7.686348683964487e-10	2.10923243704029e-8	4.694314079925188e-9	4.49316428583301	Vascular
Vascular	0.10849517686074134	0.10143892068334846	0.008181779330642206	0.9349624897478169	0.07541145668755309	0.3897632853367472	-1.4797455320416695e-8	4.927247544109926e-9	-3.0031889382350396	CGE_interneuron
Cerebellar_inhibitory	0.1158408960405183	0.1549153047369896	0.00927582916433984	1.3373110018313743	0.08007387271154552	2.2450192512757878e-5	7.90859946379608e-9	5.049603822646359e-9	1.5661821682579842	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.18303029415639738	0.009253872672803979	1.4873362441237168	0.07519859096662167	5.826709462709925e-10	2.0530188850776303e-8	4.841867261000498e-9	4.240138720063559	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15407342736702076	0.009390915068784712	1.3300434702536283	0.08106735522401347	4.271485028100819e-5	1.030809059889453e-8	4.96599354475952e-9	2.0757358031148434	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12351705000775526	0.009550782275059781	1.0130622325572678	0.07833361316217433	0.8676007683916008	-1.0352890266867272e-8	4.857277777105293e-9	-2.131418202118369	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15448210380100894	0.009373895220365865	1.3335713817939987	0.08092043087345514	3.4232528374432816e-5	1.085355830010343e-8	4.9190620590693695e-9	2.2064284145577133	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.13256485259598397	0.008110059793755075	1.128859689866811	0.06906143977304133	0.06628001812835824	-4.226143995489648e-9	4.378323326617908e-9	-0.9652425552486976	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15449180175048252	0.009391402849728288	1.333655099632906	0.08107156600759896	3.4829725491353606e-5	1.0128546000437018e-8	4.946864652407394e-9	2.04746778254949	Deep_layer_corticothalamic_and_6b
Deep_layer_corticothalamic_and_6b	0.14169744507737506	0.1911149190335789	0.01035147477387882	1.3487534579696834	0.07305336217054804	4.5283521827045104e-6	1.4411692839680684e-8	4.599516107356013e-9	3.1333063094685203	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15463468237168287	0.009192178894856113	1.3348885208691366	0.07935175925815452	2.1528804951818892e-5	1.0022850475422368e-8	4.915353574485632e-9	2.039090438467839	Deep_layer_intratelencephalic
Deep_layer_intratelencephalic	0.13561372880676392	0.20375644567049422	0.01145159109117021	1.5024765373189237	0.08444271234137062	3.1707197544292335e-8	2.2723013803869765e-8	5.517198320112964e-9	4.118578395312155	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1544982061631368	0.009372204969895317	1.3337103859167072	0.08090583973571087	3.449691378129251e-5	1.0128961794636692e-8	4.9114240643383905e-9	2.0623268652736764	Deep_layer_near_projecting
Deep_layer_near_projecting	0.13174837309321896	0.1661311372590722	0.00908488143017922	1.2609729695980807	0.06895630827829034	1.7947199252692e-4	6.819792912275845e-9	4.53344637607585e-9	1.5043285718048036	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15543347115879994	0.009400795188055672	1.3417840889665869	0.0811526456491454	2.2973743608272273e-5	1.0632124882519959e-8	4.9638529341657084e-9	2.1419097268857614	Eccentric_medium_spiny_neuron
Eccentric_medium_spiny_neuron	0.13994057195924484	0.2002244844877554	0.010407758157442793	1.4307822362343008	0.07437269986629656	3.311554651937869e-8	1.7968518781754737e-8	4.621778676496678e-9	3.8877929990743145	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1538627632944428	0.009360998320726881	1.328224906345902	0.08080909800156098	4.4398377381790555e-5	1.0168916574797757e-8	4.956022990712508e-9	2.051829984213978	Ependymal
Ependymal	0.11279668936862781	0.1095396946955354	0.008905877834897453	0.971125086282911	0.07895513498443553	0.7144612824713548	-1.3596872148707576e-8	4.866098437383034e-9	-2.7942040884852943	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15400178114670152	0.009492410307166858	1.3294249821137043	0.08194351590518296	5.2981055564214145e-5	1.0166202365697938e-8	4.992062629134495e-9	2.0364733219423803	Fibroblast
Fibroblast	0.12005886774702705	0.09740118691178554	0.009439470673133289	0.8112785730831401	0.07862368561581769	0.01486507785383547	-2.5036215430147996e-8	5.117427503288031e-9	-4.892343939227633	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15486352326037273	0.009314565939455958	1.3368639966856375	0.0804082690813955	2.6150107950972738e-5	1.0684556907340684e-8	4.910673819799278e-9	2.175782244844234	Hippocampal_CA1_3
Hippocampal_CA1_3	0.13993486837039576	0.2008792646935484	0.009505365480765497	1.435519731664291	0.06792706915338355	1.052747974613463e-9	2.0878417221451504e-8	4.378407530437849e-9	4.768495640551674	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15542324662452772	0.009452034419880894	1.3416958253686548	0.08159496985049912	2.655442052322194e-5	1.005202513343841e-8	4.996599274488182e-9	2.0117733244613802	Hippocampal_CA4
Hippocampal_CA4	0.13866112277830536	0.19378928811735077	0.009193401264144347	1.3975747796820137	0.06630121752903279	1.1531009621945225e-8	1.5672141356793824e-8	4.235039884190621e-9	3.7005888457621934	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15451263188871456	0.009419470618559233	1.3338349164242467	0.08131386186157032	3.718178610496809e-5	1.0179951400684826e-8	5.023101417093436e-9	2.0266266904432415	Hippocampal_dentate_gyrus
Hippocampal_dentate_gyrus	0.13348259960856607	0.17656546550248314	0.010693918890293905	1.3227601651470406	0.08011470350183109	8.848379456698625e-5	1.2091747752379964e-8	4.997952896080893e-9	2.4193400785872985	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15483935224285972	0.009336901508572382	1.3366553396539744	0.08060108154987479	2.659626265970745e-5	9.054781114725918e-9	4.98538931877031e-9	1.81626359262136	LAMP5_LHX6_and_Chandelier
LAMP5_LHX6_and_Chandelier	0.13366159164685928	0.1843879599287984	0.009766606771363335	1.3795134238410145	0.07306965786526923	8.261042517374099e-7	1.2595221954818142e-8	4.9043714462291215e-9	2.568162320678702	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15451395290425612	0.009429873022599853	1.3338463201304223	0.08140366092559846	3.796219466564352e-5	1.085370172318464e-8	5.189248556943939e-9	2.091574840573183	Lower_rhombic_lip
Lower_rhombic_lip	0.12086978387927583	0.1423322149370782	0.008138963016983719	1.177566554427192	0.06733662256824151	0.007842342282505438	-2.912232617391947e-10	4.5609537312926045e-9	-0.06385139575986448	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1549800598570082	0.009389321335896922	1.3378700023418326	0.0810535972771893	2.8079486644010855e-5	9.451822528704417e-9	4.9832137722942175e-9	1.896732301803882	MGE_interneuron
MGE_interneuron	0.13335242358071644	0.18125218001647714	0.010070895446116501	1.359196744607852	0.0755209030004672	2.8599487004195134e-6	1.1115794406432251e-8	4.9238929979239104e-9	2.2575215202927983	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1546598303428346	0.00944064691371049	1.3351056114823074	0.08149666686287012	3.59070943250111e-5	1.03502416584443e-8	5.03656314666377e-9	2.055020726842335	Mammillary_body
Mammillary_body	0.14141109136662855	0.17207082902254536	0.00978920128984207	1.2168128211133526	0.06922513075344394	0.001760510599606459	3.6112314768222435e-9	4.559760280156138e-9	0.7919783617876038	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15508450864067455	0.009444147205897254	1.3387716595910117	0.08152688323987	2.9534715251269777e-5	1.0946937047550342e-8	4.978889705330484e-9	2.198670325199284	Medium_spiny_neuron
Medium_spiny_neuron	0.13105857434770654	0.172166731739558	0.010074961208416602	1.3136624795168987	0.07687372809112897	6.761608945339315e-5	1.2220725167364367e-8	4.849043500084344e-9	2.5202341796174443	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15419977317906322	0.009455930834223499	1.3311341542552289	0.08162860576385776	4.6579561849782305e-5	1.0615084112324294e-8	4.971306547876668e-9	2.135270478715134	Microglia
Microglia	0.10353255130420108	0.09196995484631951	0.007085806352288072	0.8883192163988294	0.06844037226000968	0.10394287748433745	-1.6594586311274025e-8	4.283967092886049e-9	-3.873649342178883	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15484878124662477	0.009401829982084624	1.3367367358110083	0.08116157853955218	3.010325530607848e-5	9.965042773460265e-9	5.099464077453997e-9	1.9541353016914473	Midbrain_derived_inhibitory
Midbrain_derived_inhibitory	0.13006464011444754	0.16525884121794598	0.00890931497718696	1.2705900779222552	0.06849913219570979	1.3338995964842443e-4	5.377466828288716e-9	4.514634688478932e-9	1.1911189275206868	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.154637747630814	0.009377303874504278	1.3349149818102712	0.08094985618226164	3.2211765162765234e-5	1.002715845828711e-8	4.952472229694533e-9	2.0246773718720243	Miscellaneous
Miscellaneous	0.1457429670975057	0.19090216010572467	0.010478770976263506	1.3098550407444796	0.07189898205690395	3.492338548062406e-5	1.2334285560719565e-8	4.674915501773024e-9	2.6383975402425186	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1545754383463632	0.009385286859491294	1.3343770950485097	0.08101876953894202	3.3781444125497366e-5	1.077407226569346e-8	4.944798411117208e-9	2.17886986888495	Oligodendrocyte
Oligodendrocyte	0.11061489888124104	0.1309061317729504	0.00936220525801275	1.1834403240154343	0.08463783226945089	0.03162067983362128	-8.775249774434625e-10	5.4789193062183134e-9	-0.16016388057541078	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15428011678769746	0.00935358540108341	1.331827722859931	0.08074510575101004	3.5937858365323865e-5	1.0321130026095125e-8	4.9586639807180456e-9	2.0814336414464125	Oligodendrocyte_precursor
Oligodendrocyte_precursor	0.14309734063459806	0.1788392273018758	0.00957369138704317	1.24977324182806	0.06690334945839269	2.5123554384930705e-4	6.293350517459865e-9	4.387959357189202e-9	1.4342317248560845	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15444978639376825	0.009377751333026246	1.3332924008093439	0.08095371888133651	3.519623127259485e-5	1.2162440217175042e-8	4.989754400937008e-9	2.4374827376055026	Splatter
Splatter	0.1212079731475037	0.13043934551770883	0.00836635219052102	1.0761614284150354	0.06902476770517077	0.2683554443993097	-6.535499680136849e-9	4.412678620992398e-9	-1.4810731171414961	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1548879769082713	0.009334515049013755	1.3370750935325577	0.08058048036635326	2.645678395469491e-5	9.784856319396342e-9	5.067451437170929e-9	1.9309225634847047	Thalamic_excitatory
Thalamic_excitatory	0.13337876074099014	0.17230790144245176	0.008941118793043578	1.2918691138318386	0.06703555156286425	3.0307081517995245e-5	8.490890545203704e-9	4.311912284944065e-9	1.9691705174178538	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15431235120111095	0.009180272942254049	1.33210598739789	0.0792489807661969	2.5330449286845097e-5	9.776451136291379e-9	4.878719855152548e-9	2.0038968062423597	Upper_layer_intratelencephalic
Upper_layer_intratelencephalic	0.1266802311429707	0.1800914515459421	0.010888279398152373	1.421622378812143	0.08595089620466444	3.822562889897013e-6	1.7272860398474206e-8	5.4680809509962215e-9	3.1588523566622198	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15441537672610176	0.009397874364920317	1.3329953583239813	0.08112743155606437	3.7500456863686155e-5	1.0591753898030115e-8	5.099170639573969e-9	2.0771522756718426	Upper_rhombic_lip
Upper_rhombic_lip	0.10473600855135722	0.12841071951838748	0.008695696241485263	1.2260417529222662	0.08302489622966046	0.007105054097909284	1.0158105671972874e-9	5.2585571687323996e-9	0.1931728675001081	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15425178848552254	0.009440950603671266	1.3315831779440748	0.08149928847554022	4.3076735377687705e-5	1.0532140834730854e-8	4.974260227055375e-9	2.117328075729884	Vascular
Vascular	0.10849517686074134	0.10081847962905412	0.00825050019832581	0.9292438848084407	0.07604485689641038	0.3535035662523862	-1.5311382776933586e-8	4.922889473088561e-9	-3.1102430514913446	Cerebellar_inhibitory
Choroid_plexus	0.12192444455851623	0.12334299063272491	0.009509909888368025	1.0116346322457748	0.07799838599062761	0.8814495565774427	-1.046370558244475e-8	4.8167578674382e-9	-2.172354490388758	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.13234560485352062	0.008135865270302935	1.1269926796170016	0.06928118702642125	0.07116746949787575	-3.4991540826077827e-9	4.406622127779472e-9	-0.79406719730948	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12347856160687726	0.00947553165079464	1.01274655836234	0.0777164225361467	0.8697552983334276	-9.82217351249485e-9	4.827409239445545e-9	-2.034667670649564	Deep_layer_corticothalamic_and_6b
Deep_layer_corticothalamic_and_6b	0.14169744507737506	0.19076423430104514	0.010298387402350997	1.3462785740199956	0.07267870918016538	4.685326299818726e-6	1.4093523070755645e-8	4.59360434604451e-9	3.06807509072726	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12366208246855648	0.009369106643366109	1.0142517599020622	0.07684354583111933	0.8529190942793909	-9.384547103661707e-9	4.8253834511208645e-9	-1.9448292967228993	Deep_layer_intratelencephalic
Deep_layer_intratelencephalic	0.13561372880676392	0.2036891573415336	0.011390408857943868	1.5019803609394915	0.08399156160785216	2.7988182726504434e-8	2.2535433076892756e-8	5.483073409289995e-9	4.110000248895241	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12358369257653443	0.0095292886261179	1.0136088216274126	0.07815732653630772	0.8618111139158355	-1.036550593847843e-8	4.837387018996421e-9	-2.142790291075137	Deep_layer_near_projecting
Deep_layer_near_projecting	0.13174837309321896	0.16609548969263863	0.009022252015738242	1.2607023964927238	0.06848093683369069	1.6390913385574198e-4	7.291299834151365e-9	4.537117189234645e-9	1.6070336140868595	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.1238106009645481	0.009539739459057821	1.015469879012872	0.07824304218568191	0.8433311497657767	-1.0048032172546177e-8	4.857555860531946e-9	-2.0685366182172586	Eccentric_medium_spiny_neuron
Eccentric_medium_spiny_neuron	0.13994057195924484	0.1998701522408722	0.01040402534642356	1.4282502168068942	0.07434602560759539	3.99047956358167e-8	1.7859773675110183e-8	4.635458739189516e-9	3.8528600252912324	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12401850676931206	0.009567792219473173	1.0171750809969105	0.07847312533690667	0.8268389743056412	-7.417088567353567e-9	5.121226940749927e-9	-1.4483030440098885	Ependymal
Ependymal	0.11279668936862781	0.10991277745034053	0.009010365338805075	0.9744326545891568	0.07988146983071945	0.7488205134558407	-1.1578266278416408e-8	5.172363845243729e-9	-2.2384864299643685	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12311876313796984	0.009537256678371575	1.009795563012636	0.07822267891320414	0.9003433679667953	-8.26099748223651e-9	4.898527182035384e-9	-1.686424750797032	Fibroblast
Fibroblast	0.12005886774702705	0.09758186775343616	0.009418325990833072	0.8127835084955857	0.07844756632786329	0.015412100741286032	-2.4185333587461224e-8	5.171014879055919e-9	-4.677096112296777	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12381898988891889	0.009451989848573122	1.0155386832990114	0.07752333736518889	0.8412094946402374	-9.145610309954774e-9	4.8367350563900055e-9	-1.8908644371314365	Hippocampal_CA1_3
Hippocampal_CA1_3	0.13993486837039576	0.20075027797822728	0.00947820583905449	1.4345979691556094	0.06773298141794425	9.723603680365951e-10	2.0430627347252648e-8	4.394967983027552e-9	4.648640769660089	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12400309729913708	0.009489280763254022	1.0170486955929763	0.07782919001693504	0.8267111903653743	-9.860300690610559e-9	4.798968440030959e-9	-2.0546708764242148	Hippocampal_CA4
Hippocampal_CA4	0.13866112277830536	0.19310250090029368	0.00915278905946838	1.392621789230933	0.06600832934334501	1.4755616263712728e-8	1.5664304539183655e-8	4.177542768652349e-9	3.7496455228959555	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12395504680918779	0.009491120628415126	1.0166545950487968	0.07784428022438086	0.830672593553615	-1.0190737380255539e-8	4.826497473667395e-9	-2.1114146305586163	Hippocampal_dentate_gyrus
Hippocampal_dentate_gyrus	0.13348259960856607	0.1761891129021741	0.010643869430442252	1.3199406770533662	0.07973975230970251	9.546939138114817e-5	1.2237336787349267e-8	4.940126652456999e-9	2.4771301726167203	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.1242845279067248	0.009542963471079711	1.0193569333594616	0.0782694848898793	0.8048117708076878	-9.778464308045454e-9	4.8606575039432e-9	-2.011757524596763	LAMP5_LHX6_and_Chandelier
LAMP5_LHX6_and_Chandelier	0.13366159164685928	0.18393526875437746	0.009742592615379887	1.3761265782345595	0.07288999401653327	9.81549307182621e-7	1.325909484595068e-8	4.843004807623777e-9	2.737782713962711	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12352653498663585	0.009547485511148942	1.0131400264641002	0.0783065737614801	0.866773644347558	-1.062482784086938e-8	4.840079577955506e-9	-2.195176271328457	Lower_rhombic_lip
Lower_rhombic_lip	0.12086978387927583	0.14224138788588395	0.00813165774668691	1.1768151089601846	0.06727618339095214	0.008060756872439111	1.9438121383696706e-9	4.3446143096210945e-9	0.4474072955256633	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12390793154481745	0.009534255680406712	1.016268165038466	0.07819806532586544	0.8352869813406647	-9.93245047341094e-9	4.843176930641848e-9	-2.0508130542516914	MGE_interneuron
MGE_interneuron	0.13335242358071644	0.1808648382796521	0.010039731309561687	1.3562920974599089	0.07528720543638842	3.241574225419827e-6	1.172405007395645e-8	4.87841563762869e-9	2.4032495270647543	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12341742458600775	0.009483974070389199	1.0122451246991326	0.07778566557945216	0.874944901427958	-1.0609841084038645e-08	4.815060795656028e-9	-2.20346980740315	Mammillary_body
Mammillary_body	0.14141109136662855	0.1713065448766632	0.009767380687701745	1.2114081237979162	0.06907082459591808	0.0022417850922155152	4.293085249962577e-9	4.511645850711293e-9	0.951556348175188	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12381304840151777	0.009483983504846232	1.015489952403229	0.07778574295898887	0.84223373207255	-1.0430242173648702e-8	4.808739278934181e-9	-2.1690180250239064	Medium_spiny_neuron
Medium_spiny_neuron	0.13105857434770654	0.1716925769747275	0.010020353497386425	1.3100445951686948	0.0764570616402541	7.492122378737689e-5	1.2013210750755896e-8	4.818338045363478e-9	2.493227050002396	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12321099058268098	0.009550860929449132	1.0105519941372159	0.07833425826980336	0.8928607117821376	-1.0112236031583824e-8	4.85501730141616e-9	-2.0828424295489505	Microglia
Microglia	0.10353255130420108	0.09227306963904058	0.007111870429810511	0.8912469409540802	0.06869211991998819	0.11437560795159588	-1.598287339253068e-8	4.323648429343989e-9	-3.6966172559399566	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12391909970370785	0.009580087151328309	1.0163597640523538	0.0785739659181343	0.8351445822323142	-1.027695150797504e-8	4.859317023524286e-9	-2.114896282383638	Midbrain_derived_inhibitory
Midbrain_derived_inhibitory	0.13006464011444754	0.1652140672348718	0.008885035541235209	1.270245833836893	0.06831246012303586	0.00013118373800859002	6.879466423179678e-9	4.363797836385205e-9	1.5764860520849318	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12350828420945367	0.00944006437073684	1.0129903372262425	0.0774255269722077	0.8667918544227307	-1.0305013618786653e-8	4.7985997564789495e-9	-2.1475043016190463	Miscellaneous
Miscellaneous	0.1457429670975057	0.19060881057871043	0.010594618816139613	1.307842253898868	0.07269385979394496	4.689448653673236e-5	1.2507683625391505e-8	4.720816688217031e-9	2.6494745404137765	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12364774881548846	0.009548669988940406	1.0141341981356753	0.07831628861231049	0.8568333012381388	-1.0594054057106256e-8	4.836718011453433e-9	-2.1903394061881114	Oligodendrocyte
Oligodendrocyte	0.11061489888124104	0.13081514033323693	0.009417000204510795	1.1826177274155751	0.08513319905143271	0.03347842872412224	-1.0343907789051489e-9	5.497328463699455e-9	-0.18816244758441272	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12367115826354207	0.00947410598144774	1.0143261977641205	0.07770472948023768	0.8537750353901301	-1.0549883933147059e-8	4.815385589888639e-9	-2.190870021977002	Oligodendrocyte_precursor
Oligodendrocyte_precursor	0.14309734063459806	0.17864490222492146	0.009587467860919152	1.2484152495963907	0.06699962290285286	2.750226969361086e-4	6.615077624052364e-9	4.366551954006419e-9	1.5149430703516231	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.1234453042636666	0.009527060216545447	1.0124737882600765	0.07813904956502012	0.8731948025790217	-1.076090442358931e-8	4.823831432736938e-9	-2.23077953150693	Splatter
Splatter	0.1212079731475037	0.1301351824664666	0.008314874054953722	1.0736519973657093	0.06860005855254224	0.2816501347666009	-4.5799143542394565e-9	4.3522157928014094e-9	-1.052317847339891	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12388709360626085	0.009534732541191911	1.0160972564185247	0.07820197644300793	0.8370041431138566	-1.0273643272642459e-8	4.8466129780931085e-9	-2.1197573066138666	Thalamic_excitatory
Thalamic_excitatory	0.13337876074099014	0.17182357164690912	0.00888130309334045	1.288237877547651	0.06658708660959267	3.43292228962753e-5	9.358341641886669e-9	4.160462869520568e-9	2.249351078324869	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12364823155012286	0.00945103048141297	1.0141381574289585	0.0775154688269017	0.8553163415652186	-1.0053611566898315e-8	4.848502160528292e-9	-2.0735499818366327	Upper_layer_intratelencephalic
Upper_layer_intratelencephalic	0.1266802311429707	0.17995706425203484	0.010887135586372514	1.4205615400948879	0.08594186707857633	3.988000911469033e-6	1.736299009654643e-8	5.463138435394156e-9	3.1782079663324003	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12335269599583949	0.009518856111726124	1.0117142337001814	0.07807176113201532	0.8807529259576629	-1.0756593844931598e-8	4.798822553868703e-9	-2.241506895532087	Upper_rhombic_lip
Upper_rhombic_lip	0.10473600855135722	0.12808804341161031	0.008664715053906157	1.2229609012530056	0.08272909359208033	0.007675342040216987	3.0924794147575224e-9	5.05691040465679e-9	0.6115353382392796	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12360192472068691	0.009584716633235067	1.0137583580408733	0.078611936006278	0.8611089679161623	-9.629606469584592e-9	4.872464817975967e-9	-1.9763316574515055	Vascular
Vascular	0.10849517686074134	0.10121527796636294	0.008223802069165207	0.9329011749183792	0.07579878025104142	0.37725578456062103	-1.4535687437357425e-8	4.904864397676631e-9	-2.963524831439333	Choroid_plexus
Committed_oligodendrocyte_precursor	0.11743253283463836	0.1328540992639965	0.008038719504326637	1.13132277791431	0.06845393955392491	0.0591089570971898	-3.4577327269347645e-9	4.383415904560622e-9	-0.788821504100774	Deep_layer_corticothalamic_and_6b
Deep_layer_corticothalamic_and_6b	0.14169744507737506	0.19082307169968193	0.010306205645586174	1.3466938066207292	0.07273388479205384	4.70589995000033e-6	1.4525728001131907e-8	4.594878584314551e-9	3.1612865790878795	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.1331235768083767	0.008071213500009113	1.1336175214395958	0.06873064307805167	0.05569985741423079	-3.051340700501204e-9	4.419510706620522e-9	-0.6904250047251227	Deep_layer_intratelencephalic
Deep_layer_intratelencephalic	0.13561372880676392	0.20339925938120873	0.011373189245364682	1.4998426868052013	0.08386458617010926	3.108875994659171e-8	2.27452199092638e-8	5.438048702609888e-9	4.182606878520169	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.13291214241682286	0.008150810538280737	1.1318170459968022	0.06940845387162203	0.061605280748474885	-3.842549445514177e-9	4.4125736824431644e-9	-0.8708181941081208	Deep_layer_near_projecting
Deep_layer_near_projecting	0.13174837309321896	0.16620053746341332	0.0090576100164668	1.2614997328719773	0.0687493120697442	1.6727984684605692e-4	7.623848466312179e-9	4.5407480378086646e-9	1.6789851369932867	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.1329632033636763	0.008104608027143599	1.1322518569101063	0.0690150151028083	0.05939621494158767	-3.1761840177754766e-9	4.3986777015021245e-9	-0.7220770043440162	Eccentric_medium_spiny_neuron
Eccentric_medium_spiny_neuron	0.13994057195924484	0.19957541777837307	0.010406351243800719	1.4261440766191509	0.07436264621550483	4.606273398134338e-8	1.7807737715926698e-8	4.62083794427545e-9	3.8537897088531117	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.132517559016101	0.008173382280656914	1.1284569600717416	0.0696006641717095	0.06929840682382944	-3.822832080052401e-9	4.434261670967674e-9	-0.8621124245060977	Ependymal
Ependymal	0.11279668936862781	0.1096054357432937	0.008972763013168858	0.9717079140957333	0.07954810609596186	0.7219557821567812	-1.3714913193049631e-8	4.877414670634193e-9	-2.8119227334973202	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.13264103179390818	0.00821035647478965	1.1295083959458283	0.06991551895036613	0.06831615140009674	-2.8244150172675195e-9	4.4171563934838485e-9	-0.6394192927907358	Fibroblast
Fibroblast	0.12005886774702705	0.09743910330870607	0.009452752618898748	0.811594388129809	0.07873431422672085	0.015146368562287372	-2.5001316217433452e-8	5.087513755854688e-9	-4.914250342549354	Committed_oligodendrocyte_precursor
