Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	adjusted_for
Amygdala_excitatory	0.1528769824794138	0.2136607863810413	0.011466432462794869	1.3975994483656986	0.07500430919572161	4.51140645708668e-7	1.6688502189086217e-8	4.944206204416483e-9	3.3753653264257006	Hippocampal_dentate_gyrus
Hippocampal_dentate_gyrus	0.13348259960856607	0.17673552434915557	0.010544963981322616	1.3240341802409263	0.07899879094537733	6.656881100885366e-5	6.41376288630991e-9	5.108143250358068e-9	1.2555957364469608	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21361343133914193	0.011603966497253001	1.3972896892304032	0.07590394779551313	5.979182495864083e-7	1.761084418615606e-8	4.982873217835886e-9	3.534274988799461	LAMP5_LHX6_and_Chandelier
LAMP5_LHX6_and_Chandelier	0.13366159164685928	0.18425568766663514	0.009809431017988712	1.3785238182218271	0.07339005092731296	9.900557062984469e-7	1.172791410804819e-8	5.0725069518375356e-9	2.3120548122264686	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21364481260713042	0.01156302078756899	1.3974949606027154	0.07563611342947621	5.629610158839227e-7	1.8816593545558147e-8	4.784714524525002e-9	3.932647067888788	Lower_rhombic_lip
Lower_rhombic_lip	0.12086978387927583	0.14284802776251762	0.008165693183249648	1.1818340628886501	0.06755777102576359	0.006699925448722776	1.556598410234567e-9	4.3843029092834426e-9	0.3550389748250704	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.2137955287443262	0.01163896633166694	1.3984808260662496	0.076132888960143	6.232526872531285e-7	1.7823523267404117e-8	5.014779842482668e-9	3.5541985545232277	MGE_interneuron
MGE_interneuron	0.13335242358071644	0.181049249318439	0.010144994159707805	1.3576749822537144	0.07607656379463681	3.835266742691213e-6	1.0092191839503896e-8	5.159302934609211e-9	1.9561153836895846	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21385343681663255	0.011560349194185322	1.3988596147587473	0.07561863798392293	5.157504759864485e-7	1.8698541967744255e-8	4.8333843317504355e-9	3.8686230360192524	Mammillary_body
Mammillary_body	0.14141109136662855	0.1722412356642341	0.00982629109805671	1.2180178654987817	0.0694874143399448	0.0017467533451941738	3.4397121232955358e-9	4.607450153133901e-9	0.7465543866938871	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21410962576619674	0.011487371778322824	1.4005353997291805	0.07514127759468105	4.0131519159858005e-7	1.714801810566888e-8	4.96004217156845e-9	3.4572323203144024	Medium_spiny_neuron
Medium_spiny_neuron	0.13105857434770654	0.1725500699237804	0.0101072600884326	1.3165874173634329	0.07712017423306781	6.431278159707327e-5	8.037210992693964e-9	5.09594969014836e-9	1.577176283398507	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21325932799747657	0.011527624386115274	1.3949734259452287	0.07540457823771847	6.125957593867721e-7	1.8304076523493136e-8	4.734782416199243e-9	3.8658749050154637	Microglia
Microglia	0.10353255130420108	0.09244699736812083	0.007001018551596619	0.8929268737567522	0.0676214240198342	0.11452797875262845	-1.572870881615264e-8	4.218090936669967e-9	-3.728869067144839	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21331360854501583	0.011492239908244243	1.3953284862470408	0.0751731210405842	5.449826081946648e-7	1.83617999516695e-8	4.7367595900614605e-9	3.876447517031628	Midbrain_derived_inhibitory
Midbrain_derived_inhibitory	0.13006464011444754	0.1650810813060678	0.008772795204016429	1.2692233735533986	0.06744950200374981	1.1973838199896829e-4	5.802828541920597e-9	4.3159245878051644e-9	1.3445157402232526	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.2137101147243986	0.01152857988170509	1.3979221152744592	0.07541082833223446	5.235441577899756e-7	1.6426411776137815e-8	5.578171525957463e-9	2.9447663449750783	Miscellaneous
Miscellaneous	0.1457429670975057	0.19093495153833182	0.010456291982402456	1.3100800357014246	0.07174474481095842	3.383995016249062e-5	5.77166693488304e-9	5.49638120298517e-9	1.050084905273375	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21314263610778955	0.011471948391964984	1.394210120130354	0.07504039003065605	5.640901797543138e-7	1.86114208656398e-8	4.7333131485904675e-9	3.932007091308145	Oligodendrocyte
Oligodendrocyte	0.11061489888124104	0.13108888881007152	0.009180004978909731	1.185092515889852	0.08299067369546319	0.027152272921171425	4.792875839368485e-11	5.387350899550969e-9	0.008896535474917675	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21318652668494142	0.0115051400050107	1.3944972174843182	0.07525750324487185	5.782687911496216e-7	1.8802075103296524e-8	4.738202394380279e-9	3.968187413352505	Oligodendrocyte_precursor
Oligodendrocyte_precursor	0.14309734063459806	0.1787577055270878	0.009592782695420186	1.2492035472800938	0.0670367642954005	2.546250436067474e-4	7.020604261252055e-9	4.373026168826945e-9	1.6054338552324094	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.2133283680248103	0.011540365096782707	1.3954250310607537	0.0754879178645269	5.89547656664105e-7	1.9040786721982273e-8	4.7864773116909e-9	3.9780376009461977	Splatter
Splatter	0.1212079731475037	0.1308282409367208	0.008283842933922526	1.0793699254215705	0.06834404304279164	0.2442854894137048	-5.17154900395993e-9	4.384345004543974e-9	-1.179548826244306	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.2134130813930672	0.011531220034179964	1.3959791587448758	0.07542809811629257	5.714303807776088e-7	1.7919478986594407e-8	4.799188598145904e-9	3.7338559675519596	Thalamic_excitatory
Thalamic_excitatory	0.13337876074099014	0.17105112490295887	0.008991322203385279	1.2824465001224983	0.06741194889976251	6.086460790599742e-5	6.509466152128742e-9	4.252583958491589e-9	1.5307084388376615	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21401708664548	0.011583589724339198	1.3999300821776701	0.07577065910428359	5.13100393624467e-7	1.4251213097111437e-8	5.52217228645751e-9	2.5807259096317754	Upper_layer_intratelencephalic
Upper_layer_intratelencephalic	0.1266802311429707	0.18046337182400485	0.011021581930386977	1.424558277134297	0.08700317193097061	4.326548462666571e-6	1.0745930609856125e-8	6.3604573927798645e-9	1.6894902278654478	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.21311039445149366	0.01149246484080351	1.3939992207799548	0.07517459237103315	5.936874439718058e-7	1.8566729183999455e-8	4.730073127414066e-9	3.925252038153985	Upper_rhombic_lip
Upper_rhombic_lip	0.10473600855135722	0.12832000874067184	0.008640187477133774	1.2251756632271338	0.08249490883450142	0.00694847994759946	2.379202741086426e-9	5.079392413891789e-9	0.468403018947595	Amygdala_excitatory
Amygdala_excitatory	0.1528769824794138	0.2132507454656424	0.011545495430248883	1.3949172858272398	0.07552147643811312	6.199563153175214e-7	1.83148681101882e-8	4.747075404952163e-9	3.8581371787526435	Vascular
Vascular	0.10849517686074134	0.10109130100516639	0.00816386643114919	0.9317584793185952	0.0752463535003763	0.3656434819845875	-1.4708559464963306e-8	4.870290970390653e-9	-3.0200576422199905	Amygdala_excitatory
Astrocyte	0.1196461963185347	0.130772722494661	0.010170210632405868	1.0929952352727041	0.08500237320816838	0.27503316429685903	-6.889600156960686e-9	5.8953347426556875e-9	-1.1686529192500288	Bergmann_glia
Bergmann_glia	0.11690260232951344	0.13137700781882147	0.01057836601595081	1.1238159390884133	0.09048871286999723	0.17438159568800934	-4.26194579412058e-9	6.182543463489148e-9	-0.6893515297206387	Astrocyte
Astrocyte	0.1196461963185347	0.13083534217128034	0.00994277546761603	1.0935186090074833	0.08310147563024341	0.26144200180182225	-8.406520796813384e-9	5.280236862900853e-9	-1.5920726692921527	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.18250247305191775	0.009228369960591558	1.4830470773345559	0.07499135145814675	7.525772817947586e-10	2.1210662292748184e-8	4.695414266067949e-9	4.517314360530428	Astrocyte
Astrocyte	0.1196461963185347	0.1306723900421039	0.010159120867449762	1.092156659073508	0.08490968522227887	0.2785257759857765	-8.968958603316034e-9	5.382386428653214e-9	-1.666353525932224	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.15420196422549626	0.009389078076204609	1.3311530685290989	0.08105149733061924	4.0134957536369584e-5	1.07028585826039e-8	4.944887639056608e-9	2.164429075813299	Astrocyte
Astrocyte	0.1196461963185347	0.13080512071490488	0.010159241369945457	1.0932660188098393	0.08491069237920824	0.27304507778769804	-7.948937470122258e-9	5.422407294434458e-9	-1.4659425304109899	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12364005962325084	0.009579864337034165	1.0140711329130658	0.07857213843969098	0.8579114799107331	-9.799379581952351e-9	4.926388260359588e-9	-1.9891610372660868	Astrocyte
Astrocyte	0.1196461963185347	0.13104179252867534	0.010186489247114844	1.0952441160753836	0.08513842947414141	0.26426767856638456	-8.518480088916946e-9	5.436692741047877e-9	-1.5668496445644415	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.1329400820146934	0.00817778652824691	1.1320549664196706	0.06963816866457603	0.06205304948986246	-3.3175337844829753e-9	4.502516963753729e-9	-0.7368176091705743	Astrocyte
Astrocyte	0.1196461963185347	0.13096040197746783	0.010057915128302484	1.0945638558271529	0.08406381011499307	0.2618398947629739	-8.175544584275932e-9	5.346052774157977e-9	-1.5292674669796187	Deep_layer_corticothalamic_and_6b
Deep_layer_corticothalamic_and_6b	0.14169744507737506	0.19100336102259266	0.010290862456386796	1.347966160704547	0.07262560345225269	4.231355744128979e-6	1.4441040690929662e-8	4.6055195418805075e-9	3.135594271093496	Astrocyte
Astrocyte	0.1196461963185347	0.13106604717383913	0.010135378150454805	1.0954468358099851	0.08471124417086637	0.26103939016962624	-7.440364820552269e-9	5.33780343599979e-9	-1.3939001144875731	Deep_layer_intratelencephalic
Deep_layer_intratelencephalic	0.13561372880676392	0.20363671070707456	0.01147043225044181	1.5015936255040714	0.08458164487745953	3.453002672663269e-8	2.2607991881555132e-8	5.459307171816231e-9	4.141183335180202	Astrocyte
Astrocyte	0.1196461963185347	0.13099006126655646	0.010167875890318027	1.094811747444281	0.08498285949056031	0.26553074366690366	-8.686936698794057e-9	5.367845376377801e-9	-1.6183284147905102	Deep_layer_near_projecting
Deep_layer_near_projecting	0.13174837309321896	0.1661998489254938	0.009025236632301653	1.2614945067131766	0.0685035907495861	1.5671954968811476e-4	7.580373134483435e-9	4.519615168353675e-9	1.6772165001040737	Astrocyte
Astrocyte	0.1196461963185347	0.1302645333419479	0.010041127914904987	1.0887478026893889	0.08392350299354641	0.29117198486595774	-8.971803506736065e-9	5.3035103674571755e-9	-1.6916726630323704	Eccentric_medium_spiny_neuron
Eccentric_medium_spiny_neuron	0.13994057195924484	0.19962057616208523	0.010408823592219134	1.426466773483112	0.0743803133465148	4.568080438688845e-8	1.7860649995875943e-8	4.61678340991182e-9	3.868635023581728	Astrocyte
Astrocyte	0.1196461963185347	0.13099287244100136	0.010084234331519473	1.0948352431719464	0.08428378537560996	0.26130061651783704	-5.966951686282838e-9	5.385040544405643e-9	-1.1080606797810881	Ependymal
Ependymal	0.11279668936862781	0.1096290667603228	0.008904052275268231	0.9719174150763149	0.07893895047016086	0.7218767584952959	-1.2347706768385652e-8	4.852435085766721e-9	-2.544641308979947	Astrocyte
Astrocyte	0.1196461963185347	0.13046510118197757	0.010302571346724092	1.090424143820165	0.08610864084049527	0.29460998552439216	-5.93922081521042e-9	5.599800474355481e-9	-1.0606129347660382	Fibroblast
Fibroblast	0.12005886774702705	0.0974989831515003	0.009421828285387677	0.8120931421487156	0.07847673780532538	0.015136746363662593	-2.4361069276896077e-8	5.2993752531846e-9	-4.596970041375456	Astrocyte
Astrocyte	0.1196461963185347	0.13180921042718535	0.010169296802832753	1.1016581762137176	0.08499473544281325	0.2326632292151585	-6.8485247611840325e-9	5.401571396463901e-9	-1.2678763749503281	Hippocampal_CA1_3
Hippocampal_CA1_3	0.13993486837039576	0.20058579482164904	0.009487904696256839	1.4334225426268699	0.06780229121410368	1.111039521471014e-9	2.0466903544727986e-8	4.3790445046446224e-9	4.673828622435743	Astrocyte
Astrocyte	0.1196461963185347	0.1314026159466993	0.010226362843786975	1.0982598694309131	0.08547169202572287	0.25132280409956104	-7.97185121250111e-9	5.409676246771385e-9	-1.4736281523795232	Hippocampal_CA4
Hippocampal_CA4	0.13866112277830536	0.19325071859116127	0.009091128613844335	1.3936907095447009	0.06556364488970311	1.0981568005533208e-8	1.57888363841666e-8	4.166074837893696e-9	3.789859039630021	Astrocyte
Astrocyte	0.1196461963185347	0.13091065511148103	0.010088680675913229	1.0941480727306776	0.08432094781395374	0.2651337636335836	-8.37635654409496e-9	5.329160567957704e-9	-1.571796615485548	Hippocampal_dentate_gyrus
Hippocampal_dentate_gyrus	0.13348259960856607	0.1765577761037293	0.010601393632858967	1.3227025591461357	0.07942154006550108	7.792504689694971e-5	1.2295523362606414e-8	4.911673257568977e-9	2.503326813048647	Astrocyte
Astrocyte	0.1196461963185347	0.13064062834899853	0.010024321732478777	1.0918911956147215	0.08378303732941891	0.2736249364653885	-8.82957540598237e-9	5.304994037434889e-9	-1.664389317627153	LAMP5_LHX6_and_Chandelier
LAMP5_LHX6_and_Chandelier	0.13366159164685928	0.18371351788085796	0.009732302340853826	1.374467531153141	0.07281300649604011	1.0681272666170593e-6	1.3382978178540764e-8	4.8380102012517286e-9	2.7662153699217527	Astrocyte
Astrocyte	0.1196461963185347	0.13049698769485782	0.010167711358914451	1.0906906505195952	0.08498148434108929	0.2867918936891907	-9.036371733405876e-9	5.357986319206131e-9	-1.6865238533764593	Lower_rhombic_lip
Lower_rhombic_lip	0.12086978387927583	0.14200284317905107	0.008128021203845454	1.1748415412149893	0.06724609693985788	0.00879235515492502	1.6706379691584639e-9	4.329870337444462e-9	0.3858401843378278	Astrocyte
Astrocyte	0.1196461963185347	0.13068692621972433	0.010047413658424624	1.092278152092657	0.08397603908506494	0.27275238400277985	-8.462640780827698e-9	5.310366515415114e-9	-1.5936076646050803	MGE_interneuron
MGE_interneuron	0.13335242358071644	0.18067953471508164	0.010076475857585629	1.354902519681007	0.07556275009495025	3.843490851583427e-6	1.1713971424214765e-8	4.887525376197083e-9	2.3967080521491324	Astrocyte
Astrocyte	0.1196461963185347	0.1309412119954103	0.010164045966623824	1.0944034664236617	0.084950849081437	0.26732697968837604	-8.731033666435525e-9	5.348801022696765e-9	-1.6323347287339365	Mammillary_body
Mammillary_body	0.14141109136662855	0.17177779225875103	0.0097622398317412	1.214740587875052	0.06903447061610742	0.0019061818321322547	4.562062919614806e-9	4.478801762165937e-9	1.0185900519536732	Astrocyte
Astrocyte	0.1196461963185347	0.13081358789418915	0.010079939525197631	1.0933367872884436	0.08424788948878706	0.2688899916351654	-8.725162786934672e-9	5.320565239641154e-9	-1.6398939574929714	Medium_spiny_neuron
Medium_spiny_neuron	0.13105857434770654	0.17161648287841147	0.010065470702181407	1.3094639838146132	0.07680131385739851	8.38105722911959e-5	1.1910051921484918e-8	4.840889340120916e-9	2.4603024536783624	Astrocyte
Astrocyte	0.1196461963185347	0.13043554762047607	0.010222683965315787	1.0901771358716397	0.08544094404890133	0.2921687624476523	-8.581766891310182e-9	5.381960550310907e-9	-1.5945428828560304	Microglia
Microglia	0.10353255130420108	0.09213614542111162	0.007132880558748794	0.889924417591098	0.06889505251146419	0.11118424259182215	-1.6230195434706305e-8	4.295633435857618e-9	-3.778300843648678	Astrocyte
Astrocyte	0.1196461963185347	0.13063402284003825	0.010078450566156581	1.091835986931424	0.08423544480532143	0.27654774468912924	-8.762774984812901e-9	5.30468602707583e-9	-1.6518932393145458	Midbrain_derived_inhibitory
Midbrain_derived_inhibitory	0.13006464011444754	0.1646187520315213	0.008883660514187437	1.2656687619837999	0.06830188824856974	1.6858352077423177e-4	6.52257226057685e-9	4.345925615694106e-9	1.5008476530344623	Astrocyte
Astrocyte	0.1196461963185347	0.13048755497426662	0.010063033361835947	1.0906118120702217	0.08410658818643162	0.28225653365389464	-8.517413577167203e-9	5.3146008060746424e-9	-1.6026440908659996	Miscellaneous
Miscellaneous	0.1457429670975057	0.19062459570452026	0.010572879417567833	1.307950561875055	0.0725446972030857	4.5294672332674116e-5	1.2461332233472851e-8	4.708139879669737e-9	2.646763382558417	Astrocyte
Astrocyte	0.1196461963185347	0.13110631059968614	0.010154923030666363	1.0957833565443327	0.08487459980450075	0.2601383914446633	-8.75506664816662e-9	5.401378305169239e-9	-1.620894918578065	Oligodendrocyte
Oligodendrocyte	0.11061489888124104	0.131021213101882	0.009361909922696579	1.1844807022112789	0.08463516232788643	0.030749962069341406	-4.282626293821792e-10	5.515621698111813e-9	-0.07764539571827203	Astrocyte
Astrocyte	0.1196461963185347	0.13121115994722443	0.01005577763343267	1.0966596848419674	0.08404594498483779	0.25099505437168823	-1.0246540331197267e-8	5.332495017579417e-9	-1.9215283460027472	Oligodendrocyte_precursor
Oligodendrocyte_precursor	0.14309734063459806	0.17911733885601927	0.009658200809353394	1.2517167549143977	0.0674939224343505	2.5526100499508617e-4	8.443785164550844e-9	4.405190846624147e-9	1.9167807839748	Astrocyte
Astrocyte	0.1196461963185347	0.13041611593965174	0.01015635744194372	1.0900147263557316	0.0848865885790836	0.2898906378409771	-9.146035981318117e-9	5.365213514553951e-9	-1.7046918927845305	Splatter
Splatter	0.1212079731475037	0.1300214706654803	0.00830355211550984	1.0727138429024883	0.0685066493555243	0.28731101385443497	-4.460016941788997e-9	4.347413101046603e-9	-1.0259013436554456	Astrocyte
Astrocyte	0.1196461963185347	0.13087947707980738	0.0101235621512883	1.0938874874999474	0.0846124863371025	0.26820531781404156	-8.65433921839946e-9	5.32766023777365e-9	-1.6244165040854743	Thalamic_excitatory
Thalamic_excitatory	0.13337876074099014	0.1718031469664671	0.00891483307729618	1.2880847446175763	0.06683847583955294	3.687247650476345e-5	9.364597367842515e-9	4.138023327604979e-9	2.263060554871882	Astrocyte
Astrocyte	0.1196461963185347	0.1308138490250356	0.01011455217523255	1.0933389698137097	0.08453718117627847	0.2704734989416685	-8.111047435419043e-9	5.313440195181475e-9	-1.5265152401215685	Upper_layer_intratelencephalic
Upper_layer_intratelencephalic	0.1266802311429707	0.17990210798431333	0.010941559516315397	1.4201277212801788	0.08637148367661886	4.538884328728498e-6	1.7311142795759983e-8	5.434683113545083e-9	3.185308588207234	Astrocyte
Astrocyte	0.1196461963185347	0.13076949124930903	0.010173627450557478	1.0929682286026103	0.08503093089121008	0.275084433551323	-8.932385336808228e-9	5.38503307569382e-9	-1.6587428918730194	Upper_rhombic_lip
Upper_rhombic_lip	0.10473600855135722	0.12859337239302215	0.008621301417959368	1.2277856887200977	0.0823145882414635	0.006241477396304371	3.3898476203129944e-9	5.061448390105267e-9	0.6697386516752556	Astrocyte
Astrocyte	0.1196461963185347	0.13048008777936235	0.010247546032377583	1.0905494014367538	0.08564874060095891	0.2912843361145217	-8.21242333466439e-9	5.395900774061422e-9	-1.5219744911067015	Vascular
Vascular	0.10849517686074134	0.1008364031860857	0.008279090970776164	0.9294090862261459	0.07630837803419378	0.3562825906708339	-1.4932359419651277e-8	4.912421736483521e-9	-3.039714466848762	Astrocyte
Bergmann_glia	0.11690260232951344	0.1319858599333347	0.010299882174466845	1.1290241389264037	0.08810652602441271	0.14609539467365934	-6.943699469774164e-9	5.491000107408806e-9	-1.2645600681022175	CGE_interneuron
CGE_interneuron	0.12305912323425697	0.1824217809026918	0.009176819606744862	1.4823913587896387	0.07457244424922277	6.4553426529736e-10	2.1250024074119968e-8	4.648339424026133e-9	4.5715302037290515	Bergmann_glia
Bergmann_glia	0.11690260232951344	0.13169655002019048	0.010529350389003243	1.1265493444617882	0.09006942684923434	0.16300909178595738	-7.291384747601744e-9	5.5910133958821e-9	-1.304125787459569	Cerebellar_inhibitory
Cerebellar_inhibitory	0.1158408960405183	0.1544790928886476	0.009386772199447255	1.33354539000298	0.08103159178054004	3.504696755155132e-5	1.0797392488574804e-8	4.9328405235098576e-9	2.1888792952284923	Bergmann_glia
Bergmann_glia	0.11690260232951344	0.13143577867437645	0.01053739511874774	1.1243186725980516	0.09013824250931539	0.17100689936054483	-6.860297267545937e-9	5.626590100149926e-9	-1.2192637361948826	Choroid_plexus
Choroid_plexus	0.12192444455851623	0.12354789898205293	0.00954277953698221	1.0133152496975908	0.0782679762990617	0.8649445436149925	-1.01735288537024e-8	4.880358918588053e-9	-2.0845862001981046	Bergmann_glia
Bergmann_glia	0.11690260232951344	0.13158826546427327	0.010553127179270084	1.125623064346894	0.09027281659243118	0.16715389643864634	-7.121529872967621e-9	5.622435037431835e-9	-1.2666273288273562	Committed_oligodendrocyte_precursor
Committed_oligodendrocyte_precursor	0.11743253283463836	0.13286088488978326	0.008126481915342496	1.1313805610994545	0.06920128280623677	0.061685266939306864	-3.327470884717155e-9	4.422962733922688e-9	-0.752317187571248	Bergmann_glia
Bergmann_glia	0.11690260232951344	0.1316018454175415	0.010414989862942751	1.1257392290258457	0.08909117209885553	0.16148649294492243	-6.739703848821457e-9	5.5664080963198456e-9	-1.2107814828160588	Deep_layer_corticothalamic_and_6b
