dataset_name	Trait	disorder_type	roi	weighted_sum_Z	P_for_weighted_sum_Z	FDR_for_weighted_sum_Z	minuslog10_FDR_for_weighted_sum_Z	minuslog10_P_for_weighted_sum_Z	if.sig.fdr.weightedSum	if.sig.P.weightedSum	dataset_name2304	ROIGroupFine	regions
accumbens	volume_accumbens	structural MRI	A13	-0.297022432098222	0.616775308397065	0.945331321113632	0.0244159526411189	0.209873020886977	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	A14	-0.314458116713584	0.623413438896082	0.945331321113632	0.0244159526411189	0.205223839891224	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	A19	-0.232091078367102	0.591766362929608	0.945331321113632	0.0244159526411189	0.227849724557668	no	no	accumbens	CerebralCortex	Occipital_cortex
accumbens	volume_accumbens	structural MRI	A1C	-0.205673033830419	0.581476837953006	0.945331321113632	0.0244159526411189	0.235467579902928	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	A23	-0.262581265589756	0.603563329309258	0.945331321113632	0.0244159526411189	0.219277154520092	no	no	accumbens	CerebralCortex	Limbic_cortex
accumbens	volume_accumbens	structural MRI	A25	-0.403405768415137	0.656675128055885	0.945331321113632	0.0244159526411189	0.182649432551514	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	A29-A30	-0.182862819131595	0.572547171518361	0.945331321113632	0.0244159526411189	0.242188726479461	no	no	accumbens	CerebralCortex	Limbic_cortex
accumbens	volume_accumbens	structural MRI	A32	-0.342379365157994	0.633967292300144	0.945331321113632	0.0244159526411189	0.197933147701838	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	A35-A36	-0.454060521827251	0.675107366639661	0.945331321113632	0.0244159526411189	0.170627153048804	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	A38	-0.372612977021345	0.645281743471631	0.945331321113632	0.0244159526411189	0.190250621924781	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	A40	-0.251359182948989	0.599231788952252	0.945331321113632	0.0244159526411189	0.222405155588384	no	no	accumbens	CerebralCortex	Parietal_cortex
accumbens	volume_accumbens	structural MRI	A43	-0.263760815971834	0.604017885040546	0.945331321113632	0.0244159526411189	0.218950201677841	no	no	accumbens	CerebralCortex	Parietal_cortex
accumbens	volume_accumbens	structural MRI	A44-A45	-0.290145797524306	0.614147649697103	0.945331321113632	0.0244159526411189	0.211727205829514	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	A46	-0.321951798856554	0.626255394621642	0.945331321113632	0.0244159526411189	0.203248520055923	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	A5-A7	-0.230303983678042	0.591072217359896	0.945331321113632	0.0244159526411189	0.228359453662204	no	no	accumbens	CerebralCortex	Parietal_cortex
accumbens	volume_accumbens	structural MRI	ACC	-0.460439348203175	0.677399551616801	0.945331321113632	0.0244159526411189	0.169155095158784	no	no	accumbens	CerebralCortex	Limbic_cortex
accumbens	volume_accumbens	structural MRI	ANC	-0.589958865647611	0.722390886301343	0.945331321113632	0.0244159526411189	0.141227741728332	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	AON	-0.158388764876843	0.562924766819922	0.945331321113632	0.0244159526411189	0.249549643404806	no	no	accumbens	CerebralCortex	Paleocortex
accumbens	volume_accumbens	structural MRI	BL	-0.645540884901447	0.740711633920271	0.945331321113632	0.0244159526411189	0.130350834087844	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	BM	-0.450755356452464	0.673917059775534	0.945331321113632	0.0244159526411189	0.171393549604556	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	BNST	0.279572489830487	0.389902757845953	0.945331321113632	0.0244159526411189	0.409043692965275	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	CA1	-0.2512768746279	0.599199973461553	0.945331321113632	0.0244159526411189	0.222428214543406	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA1-2R	-0.36161374247492	0.641179653145396	0.945331321113632	0.0244159526411189	0.193020267769677	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA1C-CA3C	0.348899348548239	0.363582437135063	0.945331321113632	0.0244159526411189	0.439397103556638	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA1R-CA2R-CA3R	0.331917911642581	0.369975622438794	0.945331321113632	0.0244159526411189	0.431826890498126	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA1U-CA2U-CA3U	-0.275764854785786	0.608635660408373	0.945331321113632	0.0244159526411189	0.215642605601136	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA2U-CA3U	0.0671645597430682	0.473225349308982	0.945331321113632	0.0244159526411189	0.324931999525629	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA3R	-0.246492587126382	0.597349528964644	0.945331321113632	0.0244159526411189	0.223771474430456	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CA4C-DGC	0.195343707974922	0.422561941039308	0.945331321113632	0.0244159526411189	0.374109621199806	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	CaB	-0.212797372190381	0.584257493253523	0.945331321113632	0.0244159526411189	0.233395708960916	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	CbDN	0.46583832096948	0.3206656165211	0.945331321113632	0.0244159526411189	0.493947604947458	no	no	accumbens	Cerebellum	Cerebellum
accumbens	volume_accumbens	structural MRI	CBL	0.671060514570462	0.251090989841781	0.945331321113632	0.0244159526411189	0.600168871246468	no	no	accumbens	Cerebellum	Cerebellum
accumbens	volume_accumbens	structural MRI	CBV	0.531969942373882	0.297373406783843	0.945331321113632	0.0244159526411189	0.526697871736818	no	no	accumbens	Cerebellum	Cerebellum
accumbens	volume_accumbens	structural MRI	CEN	0.0106136091444064	0.495765862059812	0.945331321113632	0.0244159526411189	0.304723381621212	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	Cla	-0.201904166983078	0.580004177807807	0.945331321113632	0.0244159526411189	0.236568878174404	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	CM	-0.479898961919784	0.684350380288605	0.945331321113632	0.0244159526411189	0.164721487073768	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	CM-Pf	-0.704134288924239	0.759325425883147	0.945331321113632	0.0244159526411189	0.11957205760151	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	CMN	-0.334838529569977	0.631126552940856	0.945331321113632	0.0244159526411189	0.19988354767643	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	CoA	-0.488337475019604	0.687344589290614	0.945331321113632	0.0244159526411189	0.162825481706051	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	DGR-CA4	-0.16043348564508	0.563730193246076	0.945331321113632	0.0244159526411189	0.248928703854644	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	DGR-CA4Rpy	0.380097855434505	0.351936388827024	0.945331321113632	0.0244159526411189	0.453535826515921	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	DGU-CA4Upy	0.231665194203697	0.408399033486943	0.945331321113632	0.0244159526411189	0.388915294380876	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	DTg	-1.30842995231592	0.904636240540838	0.945331321113632	0.0244159526411189	0.0435260180143293	no	no	accumbens	Pons	Pons
accumbens	volume_accumbens	structural MRI	ETH	-0.883077225998362	0.811402726029602	0.945331321113632	0.0244159526411189	0.0907635375515536	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	FI	-0.367807252174574	0.643491519464687	0.945331321113632	0.0244159526411189	0.191457172262251	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	GPe	0.0178830244864212	0.492866085673622	0.945331321113632	0.0244159526411189	0.307271064806403	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	GPi	-0.886019182987736	0.812196404878361	0.945331321113632	0.0244159526411189	0.0903389372110953	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	HTHma	-1.43555829716774	0.924435965728768	0.945331321113632	0.0244159526411189	0.0341231663801952	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	HTHma-HTHtub	-1.25280503797043	0.894861666127648	0.945331321113632	0.0244159526411189	0.048244095724078	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	HTHpo	0.328029982738558	0.371444496412616	0.945331321113632	0.0244159526411189	0.430106072085345	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	HTHpo-HTHso	-0.638339307812889	0.738373585215119	0.945331321113632	0.0244159526411189	0.131723848277526	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	HTHso-HTHtub	-1.1974129911395	0.884427188720104	0.945331321113632	0.0244159526411189	0.0533379149743591	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	HTHtub	-1.2869894372329	0.900951015095794	0.945331321113632	0.0244159526411189	0.045298821065238	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	IC	-0.829503996340217	0.796590361813439	0.945331321113632	0.0244159526411189	0.098764952554561	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	Idg	-0.331637977341734	0.629918680393443	0.945331321113632	0.0244159526411189	0.200715512349449	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	Ig	-0.223831259656738	0.588555697341604	0.945331321113632	0.0244159526411189	0.230212431879974	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	IO	0.455111492336941	0.324514515282316	0.945331321113632	0.0244159526411189	0.488765872774162	no	no	accumbens	Myelencephalon	Medulla
accumbens	volume_accumbens	structural MRI	ITG	-0.275629902676997	0.608583830005271	0.945331321113632	0.0244159526411189	0.215679590973541	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	La	-0.320614353838056	0.625748670679419	0.945331321113632	0.0244159526411189	0.203600064320149	no	no	accumbens	Amygdala	Amygdala
accumbens	volume_accumbens	structural MRI	LEC	-0.396215866753229	0.654027106425003	0.945331321113632	0.0244159526411189	0.184404251787585	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	LG	-0.706545138413573	0.760075403782706	0.945331321113632	0.0244159526411189	0.119143321110888	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	LP	-0.900265708999431	0.816010567444916	0.945331321113632	0.0244159526411189	0.0883042170386658	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	LP-VPL	-1.07436786329211	0.85867107997995	0.945331321113632	0.0244159526411189	0.0661731638820272	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	M1C	-0.201145638630094	0.579707651637397	0.945331321113632	0.0244159526411189	0.236790967281517	no	no	accumbens	CerebralCortex	Frontal_cortex
accumbens	volume_accumbens	structural MRI	MD	-0.693673349338637	0.756056458528558	0.945331321113632	0.0244159526411189	0.121445772340216	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	MD-Re	-0.90976145419348	0.818525836604386	0.945331321113632	0.0244159526411189	0.08696760761719	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	MEC	-0.720491216001137	0.764388696941269	0.945331321113632	0.0244159526411189	0.116685743506519	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	MG	-0.882232469321065	0.811174446633507	0.945331321113632	0.0244159526411189	0.0908857388056825	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	MN	-1.43035756901934	0.923692790127091	0.945331321113632	0.0244159526411189	0.0344724462442391	no	no	accumbens	Hypothalamus	Hypothalamus
accumbens	volume_accumbens	structural MRI	MoAN	-0.53541830784835	0.703819683413953	0.945331321113632	0.0244159526411189	0.152538591609197	no	no	accumbens	Myelencephalon	Medulla
accumbens	volume_accumbens	structural MRI	MoRF-MoEN	-0.8820660168457	0.811129445950912	0.945331321113632	0.0244159526411189	0.0909098323780734	no	no	accumbens	Myelencephalon	Medulla
accumbens	volume_accumbens	structural MRI	MoSR	-0.917460109947083	0.820549206656984	0.945331321113632	0.0244159526411189	0.0858953700784991	no	no	accumbens	Myelencephalon	Medulla
accumbens	volume_accumbens	structural MRI	MTG	-0.296465831521721	0.616562821399198	0.945331321113632	0.0244159526411189	0.210022666680509	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	NAC	0.0770355839378085	0.469297618588188	0.945331321113632	0.0244159526411189	0.328551649573214	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	PAG	-1.58115008835399	0.943078137792813	0.947190100698976	0.023562849508693	0.0254523227383975	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	PAG-DR	-1.39380437209674	0.918311656231761	0.945331321113632	0.0244159526411189	0.0370099030999627	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	PB	-0.938440403618687	0.825990934779641	0.945331321113632	0.0244159526411189	0.0830247190195488	no	no	accumbens	Pons	Pons
accumbens	volume_accumbens	structural MRI	Pir	-0.239151882010778	0.594506093653027	0.945331321113632	0.0244159526411189	0.22584368952919	no	no	accumbens	CerebralCortex	Paleocortex
accumbens	volume_accumbens	structural MRI	PN	-1.17876531859416	0.88075418106337	0.945331321113632	0.0244159526411189	0.0551452864851361	no	no	accumbens	Pons	Pons
accumbens	volume_accumbens	structural MRI	PnAN	0.405538616119852	0.342540819628322	0.945331321113632	0.0244159526411189	0.465287667432843	no	no	accumbens	Pons	Pons
accumbens	volume_accumbens	structural MRI	PnEN	-1.12774768320411	0.870286753174311	0.945331321113632	0.0244159526411189	0.0603376269189964	no	no	accumbens	Pons	Pons
accumbens	volume_accumbens	structural MRI	PnRF	-1.06785617702875	0.857207303543634	0.945331321113632	0.0244159526411189	0.0669141373558437	no	no	accumbens	Pons	Pons
accumbens	volume_accumbens	structural MRI	Pro	-0.194285345683072	0.577023770267803	0.945331321113632	0.0244159526411189	0.238806295884987	no	no	accumbens	CerebralCortex	Occipital_cortex
accumbens	volume_accumbens	structural MRI	PTR	-1.4573846284087	0.92749488109262	0.945331321113632	0.0244159526411189	0.0326884786071087	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	Pu	0.0250057385920667	0.490025193153236	0.945331321113632	0.0244159526411189	0.309781591469095	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	Pul	-0.855597572908661	0.803889793540298	0.945331321113632	0.0244159526411189	0.0948034852539238	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	RN	-0.928897434476158	0.823528878657596	0.945331321113632	0.0244159526411189	0.0843211668382052	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	S1C	-0.208737914903186	0.582673579881598	0.945331321113632	0.0244159526411189	0.234574673641039	no	no	accumbens	CerebralCortex	Parietal_cortex
accumbens	volume_accumbens	structural MRI	SC	-1.61819862731195	0.947190100698976	0.947190100698976	0.023562849508693	0.023562849508693	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	SEP	-0.155912467574509	0.561948991104972	0.945331321113632	0.0244159526411189	0.250303104158754	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	SI	0.484766227957667	0.313921090752166	0.945331321113632	0.0244159526411189	0.503179505295227	no	no	accumbens	BasalForebrain	BasalForebrain
accumbens	volume_accumbens	structural MRI	SN	-0.784129728344937	0.783518003375902	0.945331321113632	0.0244159526411189	0.105951020028855	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	SN-RN	-1.38343276311432	0.91673389479255	0.945331321113632	0.0244159526411189	0.0377567109982992	no	no	accumbens	Midbrain	Midbrain
accumbens	volume_accumbens	structural MRI	SpC	-0.725141311438837	0.765817328600659	0.945331321113632	0.0244159526411189	0.115874810839597	no	no	accumbens	SpinalCord	SpinalCord
accumbens	volume_accumbens	structural MRI	STG	-0.20153703002177	0.579860661190077	0.945331321113632	0.0244159526411189	0.236676353585958	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	STH	-1.29472688587989	0.902292769122792	0.945331321113632	0.0244159526411189	0.044652523007663	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	Sub	-0.417257607643222	0.661755003747526	0.945331321113632	0.0244159526411189	0.179302766170591	no	no	accumbens	Hippocampus	Hippocampus
accumbens	volume_accumbens	structural MRI	TF	-0.300763458716798	0.618202562670529	0.945331321113632	0.0244159526411189	0.208869198963166	no	no	accumbens	CerebralCortex	Temporal_cortex
accumbens	volume_accumbens	structural MRI	TH-TL	-0.401861917097108	0.656107174409308	0.945331321113632	0.0244159526411189	0.183025213287758	no	no	accumbens	CerebralCortex	Limbic_cortex
accumbens	volume_accumbens	structural MRI	V1C	-0.100873864441078	0.540174704792936	0.945331321113632	0.0244159526411189	0.267465756738826	no	no	accumbens	CerebralCortex	Occipital_cortex
accumbens	volume_accumbens	structural MRI	V2	-0.13971530516741	0.555557533376817	0.945331321113632	0.0244159526411189	0.25527095898371	no	no	accumbens	CerebralCortex	Occipital_cortex
accumbens	volume_accumbens	structural MRI	VA	-0.0183973194811819	0.507339054587024	0.945331321113632	0.0244159526411189	0.294701704726178	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	VLN	-0.847397746129212	0.801613269823105	0.945331321113632	0.0244159526411189	0.0960351021514181	no	no	accumbens	Thalamus	Thalamus
accumbens	volume_accumbens	structural MRI	VPL	-0.886408259097754	0.81230121486564	0.945331321113632	0.0244159526411189	0.0902828972407886	no	no	accumbens	Thalamus	Thalamus
adhd2023	adhd2023	psychiatric	A13	1.13943768501291	0.127260322700844	0.367949947098402	0.434211255178139	0.895306979834525	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	A14	1.18653735132759	0.117705080010757	0.367949947098402	0.434211255178139	0.929204793120625	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	A19	1.15589054208293	0.12386296586165	0.367949947098402	0.434211255178139	0.907058525150545	no	no	adhd2023	CerebralCortex	Occipital_cortex
adhd2023	adhd2023	psychiatric	A1C	1.19973216656972	0.115121688097132	0.367949947098402	0.434211255178139	0.938842850708923	no	no	adhd2023	CerebralCortex	Temporal_cortex
adhd2023	adhd2023	psychiatric	A23	1.11386514818868	0.132668521473019	0.367949947098402	0.434211255178139	0.877232110837939	no	no	adhd2023	CerebralCortex	Limbic_cortex
adhd2023	adhd2023	psychiatric	A25	1.0812430253677	0.139794511902999	0.367949947098402	0.434211255178139	0.854509877925304	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	A29-A30	1.086413610073	0.138648021413348	0.367949947098402	0.434211255178139	0.858086323672823	no	no	adhd2023	CerebralCortex	Limbic_cortex
adhd2023	adhd2023	psychiatric	A32	1.06708720905778	0.142966228605689	0.367949947098402	0.434211255178139	0.844766539194671	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	A35-A36	0.880775283404425	0.189219730074197	0.367949947098402	0.434211255178139	0.7230335813824	no	no	adhd2023	CerebralCortex	Temporal_cortex
adhd2023	adhd2023	psychiatric	A38	0.933415019208121	0.175302864342882	0.367949947098402	0.434211255178139	0.756210987738807	no	no	adhd2023	CerebralCortex	Temporal_cortex
adhd2023	adhd2023	psychiatric	A40	1.11326557294488	0.132797193796122	0.367949947098402	0.434211255178139	0.876811102164806	no	no	adhd2023	CerebralCortex	Parietal_cortex
adhd2023	adhd2023	psychiatric	A43	1.09648691615654	0.136432873011025	0.367949947098402	0.434211255178139	0.865080975374483	no	no	adhd2023	CerebralCortex	Parietal_cortex
adhd2023	adhd2023	psychiatric	A44-A45	1.1794197814952	0.119115531018832	0.367949947098402	0.434211255178139	0.92403160882765	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	A46	1.18989626597388	0.117043583143936	0.367949947098402	0.434211255178139	0.931652391293036	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	A5-A7	1.09083782405769	0.13767212489655	0.367949947098402	0.434211255178139	0.861153984427948	no	no	adhd2023	CerebralCortex	Parietal_cortex
adhd2023	adhd2023	psychiatric	ACC	1.04571513772114	0.147846285830962	0.367949947098402	0.434211255178139	0.830189581272319	no	no	adhd2023	CerebralCortex	Limbic_cortex
adhd2023	adhd2023	psychiatric	ANC	0.800876159882674	0.211601671431594	0.373761355733431	0.42740560359742	0.674480906151732	no	no	adhd2023	Thalamus	Thalamus
adhd2023	adhd2023	psychiatric	AON	0.684544937248753	0.24681556170163	0.373761355733431	0.42740560359742	0.607627461542825	no	no	adhd2023	CerebralCortex	Paleocortex
adhd2023	adhd2023	psychiatric	BL	0.657110539989162	0.255554921103674	0.373761355733431	0.42740560359742	0.592515751618966	no	no	adhd2023	Amygdala	Amygdala
adhd2023	adhd2023	psychiatric	BM	0.827524723692295	0.203969857366498	0.373761355733431	0.42740560359742	0.690434007802674	no	no	adhd2023	Amygdala	Amygdala
adhd2023	adhd2023	psychiatric	BNST	0.422079832999827	0.336483373742792	0.457272277137641	0.33982512761802	0.47303639019231	no	no	adhd2023	Amygdala	Amygdala
adhd2023	adhd2023	psychiatric	CA1	0.884321459778766	0.188261353522284	0.367949947098402	0.434211255178139	0.72523882323672	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA1-2R	1.0386563320647	0.149482298462865	0.367949947098402	0.434211255178139	0.825410232992157	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA1C-CA3C	1.46756456107192	0.0711112701506831	0.367949947098402	0.434211255178139	1.14806156415953	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA1R-CA2R-CA3R	1.02192016061162	0.153409344824976	0.367949947098402	0.434211255178139	0.814148184830901	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA1U-CA2U-CA3U	0.874520519134632	0.190917425381246	0.367949947098402	0.434211255178139	0.719154430948665	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA2U-CA3U	0.995709697580513	0.159695608450113	0.367949947098402	0.434211255178139	0.796707026579779	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA3R	0.924418555739495	0.177634218675978	0.367949947098402	0.434211255178139	0.750473369916168	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CA4C-DGC	1.30446222493297	0.0960380155539472	0.367949947098402	0.434211255178139	1.01755682240587	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	CaB	0.719148161538259	0.236024817726992	0.373761355733431	0.42740560359742	0.627042329084094	no	no	adhd2023	BasalForebrain	BasalForebrain
adhd2023	adhd2023	psychiatric	CbDN	-0.649307061775666	0.741930038910229	0.784139090724608	0.105606895253799	0.129637045054832	no	no	adhd2023	Cerebellum	Cerebellum
adhd2023	adhd2023	psychiatric	CBL	-0.688874691430267	0.754548936357642	0.784139090724608	0.105606895253799	0.122312588756652	no	no	adhd2023	Cerebellum	Cerebellum
adhd2023	adhd2023	psychiatric	CBV	-0.686063704436063	0.75366353125068	0.784139090724608	0.105606895253799	0.122822499136834	no	no	adhd2023	Cerebellum	Cerebellum
adhd2023	adhd2023	psychiatric	CEN	0.695739080632196	0.243296123181641	0.373761355733431	0.42740560359742	0.613864811308537	no	no	adhd2023	Amygdala	Amygdala
adhd2023	adhd2023	psychiatric	Cla	0.77542507373884	0.21904426186399	0.373761355733431	0.42740560359742	0.659468119219184	no	no	adhd2023	BasalForebrain	BasalForebrain
adhd2023	adhd2023	psychiatric	CM	0.730088829962361	0.232667944309831	0.373761355733431	0.42740560359742	0.633263447260459	no	no	adhd2023	Thalamus	Thalamus
adhd2023	adhd2023	psychiatric	CM-Pf	0.766945445882921	0.221556975914639	0.373761355733431	0.42740560359742	0.654514571276519	no	no	adhd2023	Thalamus	Thalamus
adhd2023	adhd2023	psychiatric	CMN	0.767910495769379	0.221270180706244	0.373761355733431	0.42740560359742	0.65507710946775	no	no	adhd2023	Amygdala	Amygdala
adhd2023	adhd2023	psychiatric	CoA	0.742585168435034	0.228866435363565	0.373761355733431	0.42740560359742	0.640417894547983	no	no	adhd2023	Amygdala	Amygdala
adhd2023	adhd2023	psychiatric	DGR-CA4	1.79035492052809	0.0366984362088565	0.367949947098402	0.434211255178139	1.43535244147909	no	yes	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	DGR-CA4Rpy	1.31717681975486	0.0938896809763776	0.367949947098402	0.434211255178139	1.02738213660801	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	DGU-CA4Upy	1.40674079455677	0.0797521321463649	0.367949947098402	0.434211255178139	1.09825769739902	no	no	adhd2023	Hippocampus	Hippocampus
adhd2023	adhd2023	psychiatric	DTg	-0.184272635483204	0.573100209985161	0.639459181667653	0.194187172439858	0.241769432415781	no	no	adhd2023	Pons	Pons
adhd2023	adhd2023	psychiatric	ETH	0.89654091157957	0.184981970106211	0.367949947098402	0.434211255178139	0.732870599515754	no	no	adhd2023	Thalamus	Thalamus
adhd2023	adhd2023	psychiatric	FI	0.963780159222624	0.167578077994363	0.367949947098402	0.434211255178139	0.775782794946674	no	no	adhd2023	CerebralCortex	Frontal_cortex
adhd2023	adhd2023	psychiatric	GPe	0.0918341861169789	0.463414891111212	0.575191227908059	0.240187745886952	0.334030014949319	no	no	adhd2023	BasalForebrain	BasalForebrain
adhd2023	adhd2023	psychiatric	GPi	-0.00108736095593082	0.500433794173896	0.586737566817388	0.231556104490019	0.300653370186296	no	no	adhd2023	BasalForebrain	BasalForebrain
adhd2023	adhd2023	psychiatric	HTHma	0.0544048924781929	0.478306290497995	0.576141668099858	0.23947071430404	0.320293907418642	no	no	adhd2023	Hypothalamus	Hypothalamus
adhd2023	adhd2023	psychiatric	HTHma-HTHtub	-0.00929638058874763	0.503708665852663	0.586737566817388	0.231556104490019	0.297820577433696	no	no	adhd2023	Hypothalamus	Hypothalamus
adhd2023	adhd2023	psychiatric	HTHpo	0.608023518276899	0.271585937911338	0.387490965002507	0.411738419339091	0.566092720568312	no	no	adhd2023	Hypothalamus	Hypothalamus
adhd2023	adhd2023	psychiatric	HTHpo-HTHso	0.652445003886784	0.25705707007618	0.373761355733431	0.42740560359742	0.589970446833532	no	no	adhd2023	Hypothalamus	Hypothalamus
