roi	Clusters	n_cells_cluster	pct_cluster_per_roi	ROIGroupFine	regions	Supercluster	Cluster_ID2	Supercluster2	regions2
V1C	25	3	8.95950304623104e-05	CerebralCortex	Occipital_cortex	Fibroblast	2	Fibr	OccCx
A35-A36	25	3	0.000126411596157087	CerebralCortex	Temporal_cortex	Fibroblast	2	Fibr	TempCx
MD	25	4	0.000191241155096577	Thalamus	Thalamus	Fibroblast	2	Fibr	Thal
V2	25	8	0.000245113058398186	CerebralCortex	Occipital_cortex	Fibroblast	2	Fibr	OccCx
CMN	25	2	5.21770890402025e-05	Amygdala	Amygdala	Fibroblast	2	Fibr	Amyg
SC	25	5	0.000167184939980607	Midbrain	Midbrain	Fibroblast	2	Fibr	MidB
MoSR	25	1	7.34052704984218e-05	Myelencephalon	Medulla	Fibroblast	2	Fibr	Medul
CEN	25	1	2.34197522190215e-05	Amygdala	Amygdala	Fibroblast	2	Fibr	Amyg
HTHtub	25	4	0.000303651408183405	Hypothalamus	Hypothalamus	Fibroblast	2	Fibr	HTH
HTHma-HTHtub	25	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Fibroblast	2	Fibr	HTH
LEC	25	2	6.10780271797221e-05	CerebralCortex	Temporal_cortex	Fibroblast	2	Fibr	TempCx
A14	25	2	0.000139353400222965	CerebralCortex	Frontal_cortex	Fibroblast	2	Fibr	FrCx
Pro	25	1	3.56493529642437e-05	CerebralCortex	Occipital_cortex	Fibroblast	2	Fibr	OccCx
A44-A45	25	1	2.61376408165399e-05	CerebralCortex	Frontal_cortex	Fibroblast	2	Fibr	FrCx
DGR-CA4Rpy	25	2	6.71591672263264e-05	Hippocampus	Hippocampus	Fibroblast	2	Fibr	HC
A1C	25	1	3.04971027752364e-05	CerebralCortex	Temporal_cortex	Fibroblast	2	Fibr	TempCx
Sub	25	1	2.40569668976135e-05	Hippocampus	Hippocampus	Fibroblast	2	Fibr	HC
A43	25	1	2.33459401410095e-05	CerebralCortex	Parietal_cortex	Fibroblast	2	Fibr	ParCx
A19	25	1	3.36995349464177e-05	CerebralCortex	Occipital_cortex	Fibroblast	2	Fibr	OccCx
VPL	25	1	0.00014541224371092	Thalamus	Thalamus	Fibroblast	2	Fibr	Thal
CA1U-CA2U-CA3U	25	2	5.27551370314684e-05	Hippocampus	Hippocampus	Fibroblast	2	Fibr	HC
TF	25	1	3.13489451079971e-05	CerebralCortex	Temporal_cortex	Fibroblast	2	Fibr	TempCx
VLN	26	13	0.000479510161926893	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
SN	26	61	0.00102512393916478	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
CA1U-CA2U-CA3U	26	11	0.000290153253673076	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
MD-Re	26	6	0.000448363473322373	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
GPe	26	48	0.000944324217981507	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
CA4C-DGC	26	17	0.000301594904820196	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
LG	26	40	0.000818732601932209	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
CA1-2R	26	4	0.000355082112738571	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
DTg	26	18	0.000689787315577697	Pons	Pons	Fibroblast	3	Fibr	Pons
Cla	26	22	0.000547740570148139	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
SI	26	8	0.000209396675827771	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
CM	26	6	0.00046353522867738	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
GPi	26	40	0.00117757889778615	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
LP	26	26	0.000993428091089714	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
ANC	26	10	0.000319417382693966	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
CM-Pf	26	30	0.00123183050012318	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
IO	26	41	0.00190396582149159	Myelencephalon	Medulla	Fibroblast	3	Fibr	Medul
M1C	26	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Fibroblast	3	Fibr	FrCx
SC	26	4	0.000133747951984485	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
Pul	26	42	0.000904139668051579	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
PnAN	26	6	0.000256970319928048	Pons	Pons	Fibroblast	3	Fibr	Pons
PN	26	46	0.00136737909099016	Pons	Pons	Fibroblast	3	Fibr	Pons
STH	26	47	0.00233111794464835	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
SN-RN	26	30	0.000610873549175321	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
PnRF	26	50	0.00100985619647762	Pons	Pons	Fibroblast	3	Fibr	Pons
Pir	26	5	0.000135350965052381	CerebralCortex	Paleo_cortex	Fibroblast	3	Fibr	PalCx
MoRF-MoEN	26	14	0.000605536332179931	Myelencephalon	Medulla	Fibroblast	3	Fibr	Medul
TF	26	4	0.000125395780431988	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
SEP	26	80	0.00196006370207032	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
MN	26	25	0.000887941751021133	Hypothalamus	Hypothalamus	Fibroblast	3	Fibr	HTH
CBV	26	76	0.0010574060160837	Cerebellum	Cerebellum	Fibroblast	3	Fibr	CBL
VA	26	22	0.00256619619736382	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
MTG	26	16	0.000149113242187864	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
CA1	26	5	0.000127723708074693	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
PB	26	10	0.000413992962119644	Pons	Pons	Fibroblast	3	Fibr	Pons
CBL	26	33	0.00117739403453689	Cerebellum	Cerebellum	Fibroblast	3	Fibr	CBL
STG	26	2	4.93035868359423e-05	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
PAG	26	15	0.000443865774989643	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
CoA	26	8	0.000742252737056968	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
La	26	7	0.00024151255865305	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
CbDN	26	18	0.000345854548948026	Cerebellum	Cerebellum	Fibroblast	3	Fibr	CBL
Sub	26	8	0.000192455735180908	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
SpC	26	22	0.000909466721785862	SpinalCord	SpC	Fibroblast	3	Fibr	SC
MoAN	26	15	0.000551267916207277	Myelencephalon	Medulla	Fibroblast	3	Fibr	Medul
PnEN	26	46	0.00097013666272988	Pons	Pons	Fibroblast	3	Fibr	Pons
Pu	26	7	0.000203393770339377	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
RN	26	9	0.00190920661858294	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
CA1R-CA2R-CA3R	26	12	0.000417769112936917	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
BNST	26	3	8.58786820484928e-05	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
DGU-CA4Upy	26	4	0.000113154172560113	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
PTR	26	13	0.000502415458937198	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
AON	26	2	6.4040986231188e-05	CerebralCortex	Paleo_cortex	Fibroblast	3	Fibr	PalCx
Pro	26	2	7.12987059284874e-05	CerebralCortex	Occipital_cortex	Fibroblast	3	Fibr	OccCx
CEN	26	10	0.000234197522190215	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
PAG-DR	26	9	0.000638569604086846	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
HTHma-HTHtub	26	11	0.000587355830841521	Hypothalamus	Hypothalamus	Fibroblast	3	Fibr	HTH
LEC	26	5	0.000152695067949305	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
A38	26	3	7.96982094468944e-05	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
ETH	26	13	0.000534385662021622	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
BL	26	8	0.000226725237352983	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
NAC	26	2	6.63746183459445e-05	BasalForebrain	Basal_Forebrain	Fibroblast	3	Fibr	BasFB
V2	26	4	0.000122556529199093	CerebralCortex	Occipital_cortex	Fibroblast	3	Fibr	OccCx
MD	26	8	0.000382482310193154	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
MEC	26	7	0.00013899368571542	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
BM	26	7	0.000225152782245095	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
Idg	26	3	7.55743651753325e-05	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
MG	26	3	0.000210881484605652	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
LP-VPL	26	7	0.000396375990939977	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
VPL	26	4	0.000581648974843682	Thalamus	Thalamus	Fibroblast	3	Fibr	Thal
IC	26	6	0.000185724014115025	Midbrain	Midbrain	Fibroblast	3	Fibr	MidB
Ig	26	3	7.70475383311503e-05	CerebralCortex	Temporal_cortex	Fibroblast	3	Fibr	TempCx
DGR-CA4Rpy	26	3	0.00010073875083949	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
CMN	26	5	0.000130442722600506	Amygdala	Amygdala	Fibroblast	3	Fibr	Amyg
TH-TL	26	10	0.000245839172013669	CerebralCortex	Limbic_cortex	Fibroblast	3	Fibr	LimCx
HTHtub	26	9	0.000683215668412662	Hypothalamus	Hypothalamus	Fibroblast	3	Fibr	HTH
HTHpo-HTHso	26	7	0.00034952813701503	Hypothalamus	Hypothalamus	Fibroblast	3	Fibr	HTH
A25	26	1	2.64781422935367e-05	CerebralCortex	Frontal_cortex	Fibroblast	3	Fibr	FrCx
CA1C-CA3C	26	6	0.000162663341105026	Hippocampus	Hippocampus	Fibroblast	3	Fibr	HC
FI	26	9	0.000257518097799651	CerebralCortex	Frontal_cortex	Fibroblast	3	Fibr	FrCx
A40	26	1	2.56062274345121e-05	CerebralCortex	Parietal_cortex	Fibroblast	3	Fibr	ParCx
MoSR	26	4	0.000293621081993687	Myelencephalon	Medulla	Fibroblast	3	Fibr	Medul
ACC	26	2	6.21948564853687e-05	CerebralCortex	Limbic_cortex	Fibroblast	3	Fibr	LimCx
A43	26	1	2.33459401410095e-05	CerebralCortex	Parietal_cortex	Fibroblast	3	Fibr	ParCx
A46	26	1	3.21905681635281e-05	CerebralCortex	Frontal_cortex	Fibroblast	3	Fibr	FrCx
A23	26	2	5.65626855963121e-05	CerebralCortex	Limbic_cortex	Fibroblast	3	Fibr	LimCx
